state,year,accidents,source_file,source_type,source_name,source_url,source_year,source_granularity
Himachal Pradesh,2017,22.96778609,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Himachal Pradesh,2018,20.8046656,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Himachal Pradesh,2019,17.57372493,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Himachal Pradesh,2016,568.1620496,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Himachal Pradesh,2017,495.7640354,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Himachal Pradesh,2018,502.4313802,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Jammu and Kashmir,2016,5501.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2016,State/UT
Jammu and Kashmir,2017,5624.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2017,State/UT
Jammu and Kashmir,2018,5978.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2018,State/UT
Jammu and Kashmir,2019,5796.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
Jammu and Kashmir,2019,18.0,RA2019_A2.csv,accident_totals,Official Government CSV,https://www.data.gov.in/catalog/road-accidents-india-2019,2019,State/UT
